128.00000000  -180.0
128.00000000  180.0
173.42747152 -0.08958380
173.42865375 -0.08380120
173.43230590 -0.06657847
173.43873992 -0.03828688
173.44846129 0.00047034
173.46214816 0.04888548
173.48088122 0.10689605
173.50771925 0.19345457
173.54362818 0.30659485
173.58945821 0.44420071
173.64591493 0.60418614
173.71351285 0.78466090
173.79247066 0.98390998
173.88255794 1.19983677
173.98321045 1.42943711
174.09397458 1.66962793
174.21470442 1.91802096
174.34553561 2.17293980
174.48682900 2.43324726
174.63911846 2.69820611
174.80305707 2.96738696
174.97935970 3.24061062
175.16293971 3.50885520
175.36531170 3.77538446
175.58674744 4.04063094
175.82697430 4.30509895
176.08513586 4.56929581
176.35978478 4.83364711
176.64890460 5.09842103
176.94995053 5.36368467
177.26371459 5.63276227
177.58142135 5.90510842
177.90051864 6.18073318
178.21886768 6.45915931
178.53268995 6.73880877
178.83574324 7.01827081
179.11778322 7.29625633
179.35780939 7.57136890
179.50786566 7.84200712
179.50344475 8.10635478
179.36743269 8.36243914
179.17869972 8.60823997
178.98038781 8.84182495
178.78976817 9.06148515
178.61453625 9.26584760
178.45872954 9.45394743
178.32472416 9.62524714
178.21395197 9.77959795
178.12714756 9.91714920
178.06438859 10.03823585
178.02502562 10.14328359
178.00754001 10.23275291
178.00934958 10.30711047
178.02658046 10.36679491
178.05384071 10.41215418
178.08407154 10.44335742
178.10862159 10.46030557
178.11775591 10.46256815
178.10178220 10.44935985
178.05270988 10.41955583
177.96589148 10.37173575
177.84084649 10.30425273
177.68086831 10.21534229
177.49177559 10.10329344
177.28053931 9.96665225
177.05427758 9.80435064
176.81968612 9.61570633
176.58276793 9.40036946
176.34873614 9.15830357
176.12201461 8.88982105
175.90629397 8.59564706
175.70461707 8.27697024
175.51947601 7.93544388
175.35290850 7.57312579
175.20658083 7.19236816
175.08184610 6.79567964
174.97977094 6.38558162
174.90112921 5.96447692
174.84636871 5.53454306
174.81556183 5.09765704
174.80835330 4.65535397
174.82391598 4.20881671
174.86092401 3.75889192
174.91754959 3.30612858
174.99148732 2.85083686
175.08000624 2.39316665
175.18002768 1.93320694
175.28822510 1.47110632
175.40114125 1.00721450
175.51531592 0.54223846
175.62741629 0.07739605
175.73435989 -0.38545826
175.83341846 -0.84377757
175.92229175 -1.29437996
175.99914336 -1.73363802
176.06259775 -2.15777489
176.11170484 -2.56320224
176.14588354 -2.94682523
176.16485781 -3.30626284
176.16859667 -3.63996595
176.15726788 -3.94724057
176.13120991 -4.22820093
176.09092220 -4.48367708
176.03706658 -4.71509334
175.97046971 -4.92432765
175.89211778 -5.11355773
175.80314041 -5.28509765
175.70478532 -5.44122920
175.59839021 -5.58403440
175.48929028 -5.71160762
175.37430129 -5.84098797
175.25445111 -5.97278503
175.13077556 -6.10700808
175.00437571 -6.24312303
174.87647871 -6.38015294
174.74849188 -6.51679703
174.61746655 -6.65561400
174.49136843 -6.78238620
174.37177117 -6.89713112
174.25996584 -7.00103205
174.15692135 -7.09668792
174.06356596 -7.18667586
173.98093081 -7.27221951
173.90993887 -7.35370278
173.85123846 -7.43119370
173.80512505 -7.50461357
173.77150638 -7.57376405
173.74989692 -7.63831047
173.73943922 -7.69774951
173.73895351 -7.75136718
173.74701560 -7.79819075
173.76205987 -7.83693846
173.78250036 -7.86597380
173.80685482 -7.88327366
173.83385440 -7.88642409
173.86252173 -7.87266230
173.89220692 -7.83898375
173.92258065 -7.78232298
173.95359215 -7.69979644
173.98540547 -7.58896843
174.01832756 -7.44808689
174.05273855 -7.27624159
174.08903010 -7.07342238
174.12755160 -6.84048407
174.16856054 -6.57904342
174.21217183 -6.29134004
174.25830069 -5.98008670
174.30659611 -5.64832556
174.35636651 -5.29929534
174.40650391 -4.93630526
174.45541587 -4.56260838
174.50097420 -4.18126847
174.54048790 -3.79502377
174.57070803 -3.40615762
174.58787742 -3.01639518
174.58784012 -2.62684587
174.56622796 -2.23800930
174.51873217 -1.84984979
174.44144912 -1.46192986
174.33126166 -1.07357725
174.18618899 -0.68405630
174.00562681 -0.29271866
173.79041639 0.10088070
173.54272403 0.49690534
173.26576687 0.89519421
172.96345818 1.29524762
172.64005307 1.69623617
172.29985431 2.09702620
171.94700232 2.49621805
171.58534310 2.89219799
171.21834944 3.28321268
170.84907041 3.66748258
170.48010315 4.04336208
170.11361853 4.40950400
169.75146628 4.76493996
169.39530217 5.10907333
169.04666055 5.44166783
168.70696896 5.76284824
168.37753330 6.07306724
168.05951252 6.37299904
167.75389007 6.66335629
167.46144670 6.94466146
167.18273829 7.21703045
166.91808333 7.48003080
166.66756509 7.73265240
166.43105381 7.97339051
166.20825264 8.20040482
165.99876946 8.41170003
165.80221505 8.60527553
165.61832436 8.77920683
165.44709091 8.93164082
165.28889729 9.06072256
165.14461540 9.16452323
165.01565120 9.24107676
164.90392828 9.28857036
164.81183167 9.30559062
164.74213285 9.29129212
164.69790323 9.24545870
164.68241407 9.16851077
164.69902594 9.06151275
164.75107402 8.92619420
164.84175464 8.76496628
164.97401810 8.58089139
165.15046983 8.37756037
