          40
 Geom           1
c          2.0025625468          3.7451806211          0.0866534336
c          0.9067074030          3.5645475182         -0.6321792877
c          2.5832551442          2.6232971438          0.7151487694
c          0.2944345997          2.2816932406         -0.6829963245
h          0.4172384043          4.2757568090         -1.3330748565
c          1.9948195309          1.3686068719          0.6962998335
h          3.4001009307          2.5663017798          1.4290429164
c          0.7720539715          1.2347816541         -0.0814029660
h         -0.4961694519          2.1026916568         -1.4061572476
h          2.4559690034          0.5232060255          1.1566753775
n          0.0905952850          0.0028918264         -0.1417906301
c          0.6739160469         -1.2755898466          0.0450518522
c          0.2435458519         -2.3457667674          0.7706957582
c          1.7936395678         -1.4751909903         -0.8000392845
c          0.9592007493         -3.4929301520          0.8470654560
h         -0.7515295500         -2.1115208372          1.3102512949
c          2.5537433054         -2.7388678567         -0.8469179992
h          2.2139754316         -0.6194733987         -1.2747013567
c          2.0547087623         -3.7191215140          0.0356246178
c          2.7624717975         -5.0128025809         -0.0141617204
h          3.2369055705         -2.8949369976         -1.7326209068
c          3.3936239416         -6.0337084542          0.1016570067
c         -1.3437348485         -0.0501349099          0.0340067395
c         -1.9756448223          0.8860012649          0.8062289783
c         -2.1513181506         -0.9306097492         -0.7873687847
c         -3.4304663649          0.9594035606          0.8150611719
h         -1.3370782863          1.7117322323          1.2907427358
c         -3.4961317419         -0.9009972602         -0.8180885250
h         -1.5096442071         -1.4677168115         -1.4011105382
c         -4.1160726942          0.0619002718         -0.0346376993
h         -4.1667186322          1.4474506165          1.4017464264
h         -3.9653586591         -1.6481124626         -1.4623945053
c         -5.6207472508          0.0680924168         -0.0848367084
c         -6.7646234974          0.0877005353          0.0250957509
h          0.6152170748         -4.3041177512          1.5026368486
h          3.5829693300          7.0848715257          0.1813827907
h          3.9729844909         -7.0044480054         -0.0644824761
h         -7.7788556647          0.1792001134          0.2277123694
          40
 Geom          10
c          3.6091130239          5.8669415586         -0.0657870552
c          2.8689224136          4.9338022344         -0.0013427858
c          2.1759437368          3.6019855685          0.0198308431
c          1.0614197448          3.4438504923         -0.8792050037
c          2.5605668116          2.6313519416          0.9014475532
c          0.3030077430          2.3207251040         -0.7996582759
h          0.9457485071          4.3246698888         -1.5514785834
c          1.8491665181          1.4474609051          0.8321958300
h          3.6356286317          2.7937261638          1.4560426571
c          0.6671411045          1.2288678662          0.0690042815
h         -0.5668311098          2.1864512447         -1.4730040061
h          2.2636102075          0.8341782120          1.4893473305
n         -0.0513446008          0.0610020046         -0.0480401423
c          0.6992211208         -1.1437953978          0.0254903654
c          0.2881274075         -2.1565200588          0.7813763334
