#  State, CI vector, i_occ, j_vir,  |Coeff^2|)    
S    1   0.000000e+00         3         7   0.000000e+00
S    1   0.000000e+00         3         8   0.000000e+00
S    1   1.700000e-04         3         9   2.890000e-08
S    1   0.000000e+00         3        10   0.000000e+00
S    1   0.000000e+00         3        11   0.000000e+00
S    1   0.000000e+00         3        12   0.000000e+00
S    1   0.000000e+00         3        13   0.000000e+00
S    1  -1.580000e-03         3        14   2.496400e-06
S    1   0.000000e+00         3        15   0.000000e+00
S    1  -7.000000e-05         3        16   4.900000e-09
S    1   0.000000e+00         3        17   0.000000e+00
S    1   0.000000e+00         3        18   0.000000e+00
S    1   0.000000e+00         3        19   0.000000e+00
S    1  -9.000000e-05         3        20   8.100000e-09
S    1  -2.000000e-05         3        21   4.000000e-10
S    1   0.000000e+00         3        22   0.000000e+00
S    1   0.000000e+00         3        23   0.000000e+00
S    1   0.000000e+00         3        24   0.000000e+00
S    1   0.000000e+00         3        25   0.000000e+00
S    1   0.000000e+00         4         6   0.000000e+00
S    1   0.000000e+00         4         7   0.000000e+00
S    1   0.000000e+00         4         8   0.000000e+00
S    1  -4.120000e-03         4         9   1.697440e-05
S    1   0.000000e+00         4        10   0.000000e+00
S    1   0.000000e+00         4        11   0.000000e+00
S    1   0.000000e+00         4        12   0.000000e+00
S    1   0.000000e+00         4        13   0.000000e+00
S    1   7.000000e-05         4        14   4.900000e-09
S    1   0.000000e+00         4        15   0.000000e+00
S    1  -1.500000e-03         4        16   2.250000e-06
S    1   0.000000e+00         4        17   0.000000e+00
S    1   0.000000e+00         4        18   0.000000e+00
S    1   0.000000e+00         4        19   0.000000e+00
S    1   2.000000e-05         4        20   4.000000e-10
S    1  -3.700000e-04         4        21   1.369000e-07
S    1   0.000000e+00         4        22   0.000000e+00
S    1   0.000000e+00         4        23   0.000000e+00
S    1   0.000000e+00         4        24   0.000000e+00
S    1   0.000000e+00         4        25   0.000000e+00
S    1   7.070900e-01         5         6   4.999763e-01
S    1   2.640000e-03         5         7   6.969600e-06
S    1  -8.450000e-03         5         8   7.140250e-05
S    1   0.000000e+00         5         9   0.000000e+00
S    1   1.580000e-03         5        10   2.496400e-06
S    1  -4.290000e-03         5        11   1.840410e-05
S    1  -5.900000e-04         5        12   3.481000e-07
S    1  -1.000000e-03         5        13   1.000000e-06
S    1   0.000000e+00         5        14   0.000000e+00
S    1  -5.600000e-04         5        15   3.136000e-07
S    1   0.000000e+00         5        16   0.000000e+00
S    1   1.130000e-03         5        17   1.276900e-06
S    1  -1.500000e-04         5        18   2.250000e-08
S    1   5.000000e-05         5        19   2.500000e-09
S    1   0.000000e+00         5        20   0.000000e+00
S    1   0.000000e+00         5        21   0.000000e+00
S    1  -8.300000e-04         5        22   6.889000e-07
S    1  -3.100000e-04         5        23   9.610000e-08
S    1   3.000000e-05         5        24   9.000000e-10
S    1  -4.000000e-04         5        25   1.600000e-07
S    2   0.000000e+00         1         6   0.000000e+00
S    2   0.000000e+00         1         7   0.000000e+00
S    2   0.000000e+00         1         8   0.000000e+00
S    2   0.000000e+00         1         9   0.000000e+00
S    2   0.000000e+00         1        10   0.000000e+00
S    2   0.000000e+00         1        11   0.000000e+00
S    2   0.000000e+00         1        12   0.000000e+00
S    2   0.000000e+00         1        13   0.000000e+00
S    2   0.000000e+00         1        14   0.000000e+00
S    2   0.000000e+00         1        15   0.000000e+00
S    2   0.000000e+00         1        16   0.000000e+00
S    2   0.000000e+00         1        17   0.000000e+00
S    2   0.000000e+00         1        18   0.000000e+00
S    2   0.000000e+00         1        19   0.000000e+00
S    2   0.000000e+00         1        20   0.000000e+00
S    2   0.000000e+00         1        21   0.000000e+00
S    2   0.000000e+00         1        22   0.000000e+00
S    2   0.000000e+00         1        23   0.000000e+00
S    2   0.000000e+00         1        24   0.000000e+00
S    2   0.000000e+00         1        25   0.000000e+00
S    2   5.500000e-04         2         6   3.025000e-07
S    2   4.000000e-04         2         7   1.600000e-07
S    2   2.790000e-03         2         8   7.784100e-06
S    2   0.000000e+00         2         9   0.000000e+00
S    2  -2.400000e-04         2        10   5.760000e-08
S    2   6.900000e-04         2        11   4.761000e-07
S    2  -4.900000e-04         2        12   2.401000e-07
S    2   1.150000e-03         2        13   1.322500e-06
S    2   0.000000e+00         2        14   0.000000e+00
S    2   4.200000e-04         2        15   1.764000e-07
S    2   0.000000e+00         2        16   0.000000e+00
S    2  -6.300000e-04         2        17   3.969000e-07
S    2   5.000000e-05         2        18   2.500000e-09
S    2  -1.000000e-05         2        19   1.000000e-10
S    2   0.000000e+00         2        20   0.000000e+00
S    2   0.000000e+00         2        21   0.000000e+00
S    2   2.200000e-04         2        22   4.840000e-08
S    2  -6.700000e-04         2        23   4.489000e-07
S    2   5.000000e-05         2        24   2.500000e-09
S    2   2.000000e-05         2        25   4.000000e-10
S    2  -6.000000e-05         3         6   3.600000e-09
S    2  -2.730000e-03         3         7   7.452900e-06
S    2   1.500000e-04         3         8   2.250000e-08
S    2   0.000000e+00         3         9   0.000000e+00
S    2  -2.130000e-03         3        10   4.536900e-06
S    2  -1.100000e-04         3        11   1.210000e-08
S    2  -1.410000e-03         3        12   1.988100e-06
S    2  -5.600000e-04         3        13   3.136000e-07
S    2   0.000000e+00         3        14   0.000000e+00
S    2   4.000000e-05         3        15   1.600000e-09
S    2   0.000000e+00         3        16   0.000000e+00
S    2   1.900000e-04         3        17   3.610000e-08
S    2   6.700000e-04         3        18   4.489000e-07
S    2  -9.600000e-04         3        19   9.216000e-07
S    2   0.000000e+00         3        20   0.000000e+00
S    2   0.000000e+00         3        21   0.000000e+00
S    2   1.000000e-04         3        22   1.000000e-08
S    2   4.000000e-05         3        23   1.600000e-09
S    2   8.400000e-04         3        24   7.056000e-07
S    2   4.000000e-05         3        25   1.600000e-09
S    2   7.070200e-01         4         6   4.998773e-01
S    2   2.500000e-04         4         7   6.250000e-08
S    2  -1.026000e-02         4         8   1.052676e-04
S    2   0.000000e+00         4         9   0.000000e+00
S    2   1.400000e-03         4        10   1.960000e-06
S    2  -5.730000e-03         4        11   3.283290e-05
S    2  -4.400000e-04         4        12   1.936000e-07
S    2  -1.890000e-03         4        13   3.572100e-06
S    2   0.000000e+00         4        14   0.000000e+00
S    2   2.960000e-03         4        15   8.761600e-06
S    2   0.000000e+00         4        16   0.000000e+00
S    2   6.100000e-04         4        17   3.721000e-07
S    2  -5.000000e-05         4        18   2.500000e-09
S    2   1.200000e-04         4        19   1.440000e-08
S    2   0.000000e+00         4        20   0.000000e+00
S    2   0.000000e+00         4        21   0.000000e+00
S    2  -7.100000e-04         4        22   5.041000e-07
S    2   2.500000e-04         4        23   6.250000e-08
S    2   6.000000e-05         4        24   3.600000e-09
S    2   1.500000e-04         4        25   2.250000e-08
S    2   0.000000e+00         5         6   0.000000e+00
S    2   0.000000e+00         5         7   0.000000e+00
S    2   0.000000e+00         5         8   0.000000e+00
S    2   9.400000e-04         5         9   8.836000e-07
S    2   0.000000e+00         5        10   0.000000e+00
S    2   0.000000e+00         5        11   0.000000e+00
S    2   0.000000e+00         5        12   0.000000e+00
S    2   0.000000e+00         5        13   0.000000e+00
S    2  -6.000000e-05         5        14   3.600000e-09
S    2   0.000000e+00         5        15   0.000000e+00
S    2  -2.140000e-03         5        16   4.579600e-06
S    2   0.000000e+00         5        17   0.000000e+00
S    2   0.000000e+00         5        18   0.000000e+00
S    2   0.000000e+00         5        19   0.000000e+00
S    2   1.000000e-04         5        20   1.000000e-08
S    2  -6.000000e-05         5        21   3.600000e-09
S    2   0.000000e+00         5        22   0.000000e+00
S    2   0.000000e+00         5        23   0.000000e+00
S    2   0.000000e+00         5        24   0.000000e+00
S    2   0.000000e+00         5        25   0.000000e+00
